Identifier,Property Address,City,State,Zip,Y,X,Council District,Property Type,Square Footage
NOR900890,"831 VERRET ST","New Orleans","LA","70114","29.94688684200048","-90.05034184599964",C,VACANT LOT,
NOR900891,"341 SLIDELL ST","New Orleans","LA","70114","29.947502734000466","-90.05250931599966",C,VACANT LOT,
NOR900892,"1102301 THAYER ST","New Orleans","LA","70114","29.93042408700046","-90.04280798899964",C,VACANT LOT,
NOR900893,"834 ELMIRA AVE","New Orleans","LA","70114","29.94672813000045","-90.04716881299964",C,VACANT LOT,
NOR900894,"900 ELMIRA AVE","New Orleans","LA","70114","29.94634793600045","-90.04719842399965",C,VACANT LOT,
NOR900895,"909 HOMER ST","New Orleans","LA","70114","29.946462823000445","-90.04685139099968",C,VACANT LOT,
NOR900896,"9050001 ELMIRA ST","New Orleans","LA","70114","29.939852190000465","-90.04764824999967",C,VACANT LOT,
NOR900897,"1229-1231 BELLEVILLE ST","New Orleans","LA","70114","29.941331282000476","-90.04866678699966",C,VACANT LOT,
NOR900898,"1230 BELLEVILLE ST","New Orleans","LA","70114","29.942599279000433","-90.04853917499969",C,VACANT LOT,
NOR900899,"1066501 VERRET ST","New Orleans","LA","70114","29.941472991000467","-90.05071714399969",C,VACANT LOT,
NOR900902,"3201 LAMARQUE ST","New Orleans","LA","70114","29.941583056000468","-90.02231160999969",C,VACANT LOT,
NOR900903,"3205 PTOLEMY ST","New Orleans","LA","70114","29.939462962000448","-90.02214105499968",C,VACANT LOT,
NOR900963,"1914-1916 FORSTALL ST","New Orleans","LA","70117","29.956631467000477","-90.02335837599969",E,VACANT LOT,
ORL003526,"3220 LOUISA ST","New Orleans","LA","70126","29.990389020000464","-90.03547039999967",E,VACANT LOT,4735.19
ORL003964,"1335 JOURDAN AVE","New Orleans","LA","70117","29.966090859000474","-90.02420074299965",E,VACANT LOT,4389.81
ORL004054,"1235 TENNESSEE ST","New Orleans","LA","70117","29.964101050000465","-90.02271075599964",E,VACANT LOT,5047.27
ORL004127,"2239 CHARBONNET ST","New Orleans","LA","70117","29.972850284000458","-90.00997124699967",E,VACANT LOT,3748.45
ORL004314,"7100 DREUX AVE","New Orleans","LA","70126","30.01789337900044","-90.00472786499967",E,VACANT LOT,11710.8
ORL004573,"2338 MONTICELLO ST","New Orleans","LA","70117","29.972934376000467","-90.00679821399967",E,VACANT LOT,2138.11
ORL004731,"4531 MARQUE DR","New Orleans","LA","70127","30.01745396400048","-89.97649864799968",E,VACANT LOT,7184.98
ORL005076,"2428 FORSTALL ST","New Orleans","LA","70117","29.976381008000487","-90.01672001199967",E,VACANT LOT,2781.29
ORL005141,"5018 LAW ST","New Orleans","LA","70117","29.97791185200049","-90.01686971099969",E,VACANT LOT,6617.86
ORL005219,"5321 WILDAIR DR","New Orleans","LA","70122","30.01376334300045","-90.06683948699964",D,VACANT LOT,5170.14
ORL005403,"2801 EDNA ST","New Orleans","LA","70126","29.99311790000047","-90.04064153199965",E,VACANT LOT,6553.13
ORL005494,"14051 PARTRIDGE LN","New Orleans","LA","70128","30.064913255000477","-89.94652716399969",E,VACANT LOT,3630.06
ORL006118,"5620 CLEMENTS DR","New Orleans","LA","70126","30.023194797000485","-90.00114147299968",D,VACANT LOT,7652.45
ORL006137,"6027 NORTH GALVEZ ST","New Orleans","LA","70117","29.969756606000487","-90.00690007299966",E,VACANT LOT,3425.24
ORL006139,"1863 INDUSTRY ST","New Orleans","LA","70119","29.986338340000486","-90.06595236399966",D,VACANT LOT,4956.17
ORL006202,"1511 EGANIA","New Orleans","LA","70117","29.966330109000467","-90.01815077799967",E,VACANT LOT,3066.47
ORL006330,"6309 N GALVEZ ST","New Orleans","LA","70117","29.96872617000048","-90.00423041399966",E,VACANT LOT,4532.46
ORL006440,"4834 EVANGELINE DR","New Orleans","LA","70127","30.022947255000474","-89.98019163699968",E,VACANT LOT,5773.75
ORL006624,"1817 CLOUET ST","New Orleans","LA","70117","29.97521199600044","-90.04188042399966",D,VACANT LOT,4576.31
ORL006750,"6419 MUSIC ST","New Orleans","LA","70122","30.02500339000045","-90.05543954499967",D,VACANT LOT,6499.22
ORL006986,"4518 LONGFELLOW DR","New Orleans","LA","70127","30.017988132000482","-89.97805259299969",E,VACANT LOT,5755.08
ORL007150,"401 22ND ST","New Orleans","LA","70124","30.005017663000444","-90.12019950699965",A,VACANT LOT,4823.86
ORL007363,"7509 FOREST GLEN RD","New Orleans","LA","70127","30.04513716800045","-89.97683501999967",E,VACANT LOT,4449.45
ORL007494,"5726 CHAMBERLAIN DR","New Orleans","LA","70122","30.016678175000436","-90.07408215199968",D,VACANT LOT,7383.08
ORL007708,"3208 CLOUET ST","New Orleans","LA","70126","29.990579710000475","-90.03729083699966",E,VACANT LOT,5231.78
ORL008158,"7711 HENLEY ST","New Orleans","LA","70126","30.032010357000445","-90.01887089999968",D,VACANT LOT,7054.73
ORL008167,"2625 FORSTALL ST","New Orleans","LA","70117","29.978401611000436","-90.01597027999969",E,VACANT LOT,3841.63
ORL008352,"3111 NORTH MIRO ST","New Orleans","LA","70117","29.978857609000443","-90.04043425999964",D,VACANT LOT,3409.03
ORL008362,"2318 LIZARDI ST","New Orleans","LA","70117","29.97495024200049","-90.01626046099966",E,VACANT LOT,3813.79
ORL008488,"5240 LAKEVIEW CT","New Orleans","LA","70126","30.024079551000455","-90.01177391799968",E,STRUCTURE,3316.04
ORL008933,"301 HAMMOND HWY","New Orleans","LA","70124","30.019617879000464","-90.11664864699969",A,VACANT LOT,
ORL009152,"8930 OLIVE ST","New Orleans","LA","70118","29.968958314000474","-90.12013910199965",A,VACANT LOT,3626.14
ORL009261,"1924 -26 N DERBIGNY ST","New Orleans","LA","70116","29.965621156000452","-90.07386891599964",C,VACANT LOT,3173.54
ORL009337,"4500 WERNER DR","New Orleans","LA","70126","30.015857379000465","-89.9933717459997",E,VACANT LOT,5846.51
ORL009435,"5141 DESIRE DR","New Orleans","LA","70126","30.013837960000444","-90.03588968099967",D,VACANT LOT,5831.53
ORL009439,"5316 N PRIEUR ST","New Orleans","LA","70117","29.970033758000454","-90.01640614299964",E,VACANT LOT,3812.81
ORL009480,"7500 HORIZON DR","New Orleans","LA","70129","30.058658387000435","-89.92774953499969",E,VACANT LOT,5830.66
ORL009700,"6730 DORIAN ST","New Orleans","LA","70126","30.02235031300046","-90.02006952199969",D,VACANT LOT,8122.67
ORL009932,"4601 CERISE AVE","New Orleans","LA","70127","30.018563755000457","-89.98128958499967",E,VACANT LOT,5716.67
ORL010098,"6125 EADS ST","New Orleans","LA","70122","30.021816809000484","-90.05063819599968",D,VACANT LOT,7291.19
ORL010310,"1305 ALABO ST","New Orleans","LA","70117","29.962697525000465","-90.01230216399966",E,VACANT LOT,4235.2
ORL010415,"5200 GLOUSTER RD","New Orleans","LA","70127","30.025655999000435","-89.98422218199966",E,VACANT LOT,7100.16
ORL010542,"7511 SHOREWOOD BLVD","New Orleans","LA","70128","30.066772777000438","-89.94368102799967",E,VACANT LOT,3692.61
ORL011194,"2809 N TONTI ST","New Orleans","LA","70117","29.981027447000486","-90.04508425199964",D,VACANT LOT,3086.81
ORL011303,"7126 E LAVERNE","New Orleans","LA","70126","30.02556953700048","-90.01808918899968",D,VACANT LOT,8065.35
ORL012020,"13901 EXPLORERS AVE","New Orleans","LA","70129","30.059692791000487","-89.92583783799967",E,VACANT LOT,6049.62
ORL012062,"4845 LONGFELLOW DR","New Orleans","LA","70127","30.023274152000454","-89.97853938499969",E,VACANT LOT,6668.65
ORL012159,"14906 CURRAN RD","New Orleans","LA","70128","30.07138842100045","-89.94301301999968",E,VACANT LOT,3460.58
ORL012186,"2630 GORDON ST","New Orleans","LA","70117","29.975245854000434","-90.00506455499965",E,VACANT LOT,2582.27
ORL012472,"8627 PALM ST","New Orleans","LA","70118","29.968452571000455","-90.11614171999969",A,VACANT LOT,5186.94
ORL012752,"2509 CHARBONNET ST","New Orleans","LA","70117","29.97541097700048","-90.0091208399997",E,VACANT LOT,3947.65
ORL012835,"2327 CLOUET ST","New Orleans","LA","70117","29.98055131400048","-90.04028028699969",D,VACANT LOT,4493.08
ORL012985,"5827 PARIS AVE","New Orleans","LA","70122","30.01745277900045","-90.07506876499968",D,VACANT LOT,7406.83
ORL012995,"5001 NORTH MIRO ST","New Orleans","LA","70117","29.973857031000477","-90.01834383799968",E,VACANT LOT,4259.66
ORL013001,"5172 WICKFIELD DR","New Orleans","LA","70122","30.01078810600046","-90.06793269699966",D,VACANT LOT,
ORL013607,"1420 JOURDAN AVE","New Orleans","LA","70117","29.96716038000045","-90.02409059299964",E,VACANT LOT,4377.26
ORL013754,"1309 S GAYOSO ST","New Orleans","LA","70125","29.95493845800047","-90.10113406499966",B,VACANT LOT,3470.67
ORL013961,"4876 CARDENAS DR","New Orleans","LA","70127","30.02479730200048","-89.96576197499968",E,VACANT LOT,5683.62
ORL014171,"5315 ST ANTHONY AVE","New Orleans","LA","70122","30.012863192000452","-90.06496930399965",D,VACANT LOT,7197.92
ORL014392,"6004 N MIRO ST","New Orleans","LA","70117","29.970874688000436","-90.00691073199965",E,VACANT LOT,3464.48
ORL014710,"6420 NORTH DORGENOIS ST","New Orleans","LA","70117","29.972274661000483","-90.00124096399969",E,VACANT LOT,5202.04
ORL014852,"7539 EXPEDITION DR","New Orleans","LA","70129","30.06313427100048","-89.92550507799967",E,VACANT LOT,5781.45
ORL014981,"7655 EXPEDITION DR","New Orleans","LA","70129","30.06387452700045","-89.92664566499968",E,VACANT LOT,7929.1
ORL015015,"1931 MONTEGUT ST","New Orleans","LA","70117","29.97689148900048","-90.04328039699965",D,VACANT LOT,3655.81
ORL015039,"3412 N VILLERE","New Orleans","LA","70117","29.969673697000474","-90.03929722699968",C,VACANT LOT,2805.51
ORL015041,"4109 EDEN ST","New Orleans","LA","70125","29.952085215000466","-90.10214673599967",B,STRUCTURE,5524.11
ORL015104,"1843 ALABO ST","New Orleans","LA","70117","29.96857101200044","-90.01037157699966",E,VACANT LOT,3957.33
ORL015315,"4651 GALAHAD DR","New Orleans","LA","70127","30.01871417500047","-89.98577968099966",E,VACANT LOT,5722.67
ORL015347,"4958 SHERWOOD DR","New Orleans","LA","70128","30.027828206000436","-89.95222180499968",E,VACANT LOT,6030.89
ORL015782,"3310 PAUGER ST","New Orleans","LA","70119","29.983817916000476","-90.06167190899964",D,STRUCTURE,
ORL015806,"6004 WICKFIELD DR","New Orleans","LA","70122","30.019158328000458","-90.06890272799967",D,VACANT LOT,4779.05
ORL015907,"4634 LONGFELLOW DR","New Orleans","LA","70127","30.019487594000452","-89.97820182799967",E,VACANT LOT,5525.76
ORL016203,"2227 BENTON ST","New Orleans","LA","70117","29.971877883000445","-90.00788313199968",E,VACANT LOT,2230.66
ORL016294,"4826 GALAHAD DR","New Orleans","LA","70127","30.022368079000444","-89.98619185599966",E,VACANT LOT,5684.4
ORL016303,"13919 EXPLORERS AVE","New Orleans","LA","70129","30.059738190000473","-89.92581797599968",E,VACANT LOT,5739.18
ORL016332,"1827 CLOUET ST","New Orleans","LA","70117","29.97545124700048","-90.04181054399965",D,VACANT LOT,3563.67
ORL016410,"5929 NORTH CLAIBORNE AVE","New Orleans","LA","70117","29.965286644000457","-90.01047106699968",E,VACANT LOT,3261.54
ORL016618,"5169 MUSIC ST","New Orleans","LA","70122","30.011542575000476","-90.05463888499969",D,VACANT LOT,5894.56
ORL016909,"1815 DELERY ST","New Orleans","LA","70117","29.965997289000484","-90.0047326029997",E,VACANT LOT,2624.24
ORL017080,"3138 FELICIANA ST","New Orleans","LA","70126","29.99024926000044","-90.03830113799967",E,VACANT LOT,4202.64
ORL017108,"5459 -61 SAINT CLAUDE AVE","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,5282.02
ORL017162,"6531 AVENUE A","New Orleans","LA","70124","30.011148166000453","-90.11626845099966",A,VACANT LOT,6015.02
ORL017172,"5147 WILDAIR DR","New Orleans","LA","70122","30.009977970000477","-90.06694253099965",D,VACANT LOT,9528.19
ORL017184,"4939 PAULINE DR","New Orleans","LA","70126","30.013030193000475","-90.03222037999967",D,VACANT LOT,5353.39
ORL017873,"3017 N PRIEUR ST","New Orleans","LA","70117","29.976116885000465","-90.04303403899968",D,VACANT LOT,3526.09
ORL017937,"2727 CLOUET ST","New Orleans","LA","70126","29.985601637000457","-90.03874055399967",E,VACANT LOT,5259.97
ORL017981,"5017 5017 12 NORTH MIRO ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,4215.5
ORL018021,"6412 NORTH TONTI","New Orleans","LA","70117","29.970325122000474","-90.00223112999964",E,VACANT LOT,
ORL018151,"1017 TRICOU ST","New Orleans","LA","70117","29.958356664000462","-90.00949274499965",E,VACANT LOT,3809.07
ORL018262,"4700 HAUCK DR","New Orleans","LA","70127","30.02316755500044","-89.9626825099997",E,VACANT LOT,7772.74
ORL018496,"5929 SPAIN ST","New Orleans","LA","70122","30.019892662000473","-90.05730854399968",D,VACANT LOT,2873.98
ORL018552,"5415 N MIRO ST","New Orleans","LA","70117","29.97294740500047","-90.01438435699964",E,VACANT LOT,3950.75
ORL018593,"4429 MAJESTIC OAKS DR","New Orleans","LA","70126","30.013393807000455","-90.01553915599965",D,VACANT LOT,8041.6
ORL018772,"2609 CAFFIN AVE","New Orleans","LA","70117","29.97683108400048","-90.01067123199965",E,VACANT LOT,3916.14
ORL018778,"4534 DALE ST","New Orleans","LA","70126","30.016467350000482","-90.01035262699969",E,VACANT LOT,5988.53
ORL018828,"7251 VOYAGEUR DR","New Orleans","LA","70129","30.057343692000472","-89.92453386299968",E,VACANT LOT,5783.47
ORL018856,"401 26TH ST","New Orleans","LA","70124","30.006687680000482","-90.12017937199965",A,VACANT LOT,5993
ORL019304,"7940 TULSA ST","New Orleans","LA","70126","30.015576996000448","-89.99430505799967",E,VACANT LOT,4852.11
ORL019456,"2427 CAFFIN AVE","New Orleans","LA","70117","29.975061576000485","-90.01126106899966",E,VACANT LOT,6458.19
ORL019527,"5920 NORTH GALVEZ ST","New Orleans","LA","70117","29.970544238000457","-90.00921914599968",E,VACANT LOT,13703.67
ORL019786,"2428 TUPELO ST","New Orleans","LA","70117","29.973254167000448","-90.00498843499969",E,VACANT LOT,2897.25
ORL019871,"5142 FELICIANA DR","New Orleans","LA","70126","30.012634601000457","-90.04065811399965",D,VACANT LOT,5919.31
ORL019943,"4700 HAYDEL ST","New Orleans","LA","70126","30.017217081000467","-90.01188169899967",E,VACANT LOT,4347.04
ORL020060,"4958 MAID MARION DR","New Orleans","LA","70128","30.027247846000478","-89.95543155499968",E,VACANT LOT,5452.82
ORL020126,"4834 CORINNE ST","New Orleans","LA","70127","30.02511709300046","-89.96137255299965",E,VACANT LOT,6629.02
ORL020218,"4643 REDWOOD ST","New Orleans","LA","70127","30.020643578000488","-89.96909964199966",E,VACANT LOT,6137.9
ORL020291,"6761 MORRISON RD","New Orleans","LA","70126","30.029827490000457","-90.01272855199966",D,VACANT LOT,7333.22
ORL020379,"1400 TRICOU ST","New Orleans","LA","70117","29.962093475000472","-90.00776824499968",E,VACANT LOT,3090.69
ORL020383,"11327 WILL STUTLEY DR","New Orleans","LA","70128","30.027868476000435","-89.95476117899966",E,VACANT LOT,7008.45
ORL020857,"1828 FILMORE AVE","New Orleans","LA","70122","30.011784195000473","-90.06874993999969",D,VACANT LOT,7948.06
ORL020958,"4434 KNIGHT DR","New Orleans","LA","70127","30.01628732000046","-89.98266231599968",E,VACANT LOT,5785.13
ORL020969,"4716 ST CLAUDE AVE","New Orleans","LA","70117","29.96337382200045","-90.02601644199967",E,VACANT LOT,6120.93
ORL020971,"11131 SOUTH IDLEWOOD CT","New Orleans","LA","70128","30.030894643000465","-89.95728515599967",E,VACANT LOT,6850.52
ORL021026,"2028 -30 INDEPENDENCE ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",D,VACANT LOT,3690.21
ORL021068,"4958 LURLINE ST","New Orleans","LA","70127","30.025907094000445","-89.97131211899966",E,VACANT LOT,6150.56
ORL021111,"4940 LAFAYE ST","New Orleans","LA","70122","30.009858344000463","-90.04887199399968",D,VACANT LOT,6157.65
ORL021370,"2232 ST MAURICE AVE","New Orleans","LA","70117","29.97091495900048","-90.00463784999965",E,VACANT LOT,3341.49
ORL021542,"4529 WERNER DR","New Orleans","LA","70126","30.01633351200047","-89.99335871799968",E,VACANT LOT,5936.9
ORL021691,"2875 LAW ST","New Orleans","LA","70117","29.984195611000473","-90.04431733699965",D,VACANT LOT,3764.55
ORL021827,"4666 GAWAIN DR","New Orleans","LA","70127","30.018998433000434","-89.98666206699966",E,VACANT LOT,6407.06
ORL021890,"4743 BUNDY RD","New Orleans","LA","70127","30.02145371500046","-89.97905934099964",E,VACANT LOT,5452.28
ORL021968,"4818 DALE ST","New Orleans","LA","70126","30.01914766800047","-90.01062148699964",E,VACANT LOT,6245.69
ORL022085,"5169 LAKEVIEW CT","New Orleans","LA","70126","30.023573807000446","-90.01207594299967",E,STRUCTURE,2289.54
ORL022398,"7245 BENSON CT","New Orleans","LA","70127","30.036245805000476","-89.99275466899968",E,VACANT LOT,9963.54
ORL022446,"2420 DELERY ST","New Orleans","LA","70117","29.97201409000047","-90.00190778599966",E,VACANT LOT,6565.26
ORL022778,"2437 ROFFIGNAC ST","New Orleans","LA","70117","29.97440778200047","-90.00788194799969",E,VACANT LOT,2114.17
ORL022987,"2238 SAINT MAURICE AVE","New Orleans","LA","70117","29.97099431400045","-90.00458810499964",E,VACANT LOT,3360.61
ORL023116,"4943 -45 CAMELIA ST","New Orleans","LA","70126","30.018512677000444","-90.01959921599968",E,VACANT LOT,5680.65
ORL023178,"4819 HAUCK DR","New Orleans","LA","70127","30.024714394000455","-89.9627796319997",E,VACANT LOT,5412
ORL023221,"2219 DELERY ST","New Orleans","LA","70117","29.96968791000046","-90.00296309499964",E,VACANT LOT,3521.4
ORL023256,"5175 METROPOLITAN DR","New Orleans","LA","70126","30.01340802000044","-90.03944054099969",D,VACANT LOT,
ORL023626,"13945 INTREPID ST","New Orleans","LA","70129","30.06142281400048","-89.92527605199967",E,VACANT LOT,7362.55
ORL023792,"6100 N PRIEUR ST","New Orleans","LA","70117","29.967584399000486","-90.00734067299965",E,VACANT LOT,4707.62
ORL023816,"2222 NORTH BROAD AVE","New Orleans","LA","70119","29.988220366000462","-90.06720902299969",D,VACANT LOT,4307.33
ORL024203,"4401 FLITE ST","New Orleans","LA","70126","30.01254340100047","-90.02027916299966",D,STRUCTURE,4253.93
ORL024343,"1423 FORSTALL ST","New Orleans","LA","70117","29.965970048000486","-90.02018085699967",E,VACANT LOT,4824.64
ORL024508,"4925 CHARLENE DR","New Orleans","LA","70127","30.023853328000484","-89.98408952899968",E,VACANT LOT,6128.23
ORL025280,"4232 AMERICA ST","New Orleans","LA","70126","30.012177418000476","-90.00899173999966",E,VACANT LOT,3165.52
ORL025361,"2616 PORT ST","New Orleans","LA","70117","29.984639896000488","-90.04434991799968",D,VACANT LOT,4239.37
ORL025442,"2237 -2239 MONTECILLO ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",E,VACANT LOT,2117.9
ORL025466,"4221 CLIO ST","New Orleans","LA","70125","29.955915595000477","-90.09974593799967",B,VACANT LOT,4072.98
ORL025578,"4759 SANDALWOOD ST","New Orleans","LA","70127","30.022574165000435","-89.97011941799968",E,VACANT LOT,6258.51
ORL025600,"1407 TUPELO ST","New Orleans","LA","70117","29.96298652000047","-90.00969290999967",E,VACANT LOT,3778.56
ORL025895,"14040 INTREPID ST","New Orleans","LA","70129","30.06215532200048","-89.92488310299967",E,VACANT LOT,6601.88
ORL025931,"2901 METROPOLITAN ST","New Orleans","LA","70126","29.98713070900044","-90.03734058199967",E,VACANT LOT,5047.43
ORL026245,"1958 -60 NORTH TONTI ST","New Orleans","LA","70119","29.974693297000442","-90.08794615199969",D,VACANT LOT,5076.96
ORL026309,"2415 PRESSBURG ST","New Orleans","LA","70122","30.01920807400046","-90.05565273899964",D,VACANT LOT,4688.62
ORL026434,"2109 ALVAR ST","New Orleans","LA","70117","29.97632178800046","-90.03320107099967",D,VACANT LOT,
ORL026598,"4943 WARREN DR","New Orleans","LA","70127","30.02562283600048","-89.96647854299965",E,VACANT LOT,5560.68
ORL026636,"4914 EASTVIEW DR","New Orleans","LA","70126","30.022567059000437","-89.99296194099969",E,VACANT LOT,8183.04
ORL026667,"5820 NORTH GALVEZ","New Orleans","LA","70117","29.970794148000437","-90.0100269139997",E,VACANT LOT,3973.94
ORL026823,"2033 DELERY ST","New Orleans","LA","70117","29.968427698000482","-90.00355293099966",E,VACANT LOT,4942.69
ORL027373,"2835 NORTH TONTI ST","New Orleans","LA","70117","29.98088768700046","-90.04454416199968",D,VACANT LOT,3115.24
ORL027827,"2104 ST FERDINAND","New Orleans","LA","70122","30.00727214800048","-90.06344901099965",D,VACANT LOT,4641.32
ORL027848,"5006 LAW ST","New Orleans","LA","70117","29.977863889000446","-90.01668684899965",E,VACANT LOT,5475.97
ORL028036,"8516 EDINBURGH ST","New Orleans","LA","70118","29.966867830000467","-90.11589891499966",A,VACANT LOT,4989.68
ORL028285,"1622 ST MAURICE AVE","New Orleans","LA","70117","29.964833015000465","-90.00757873899965",E,VACANT LOT,3922.85
ORL028457,"6060 BOEING ST","New Orleans","LA","70126","30.014117481000483","-90.01915278999968",D,VACANT LOT,2388.47
ORL028518,"721 TRICOU ST","New Orleans","LA","70117","29.955697664000468","-90.01075295699968",E,VACANT LOT,6166.97
ORL028668,"3017 BENEFIT ST","New Orleans","LA","70126","29.99065788100046","-90.03866475199965",E,VACANT LOT,12522
ORL028937,"2914 CLOUET ST","New Orleans","LA","70126","29.98757960000046","-90.03820046399966",E,VACANT LOT,5186.22
ORL028980,"2129 LAMANCHE ST","New Orleans","LA","70117","29.971830507000448","-90.01117105399965",E,VACANT LOT,3305.09
ORL029484,"1738 EGANIA ST","New Orleans","LA","70117","29.96895949800046","-90.01736077799967",E,VACANT LOT,7000
ORL029532,"1327 CAFFIN AVE","New Orleans","LA","70117","29.963910360000455","-90.01488062399966",E,VACANT LOT,3894.87
ORL029544,"4835 BRIGHT","New Orleans","LA","70127","30.025313705000485","-89.95870881599967",E,VACANT LOT,6621.31
ORL029558,"2121 N ROCHEBLAVE ST","New Orleans","LA","70119","29.981567538000434","-90.06076228099965",D,VACANT LOT,2217.68
ORL029589,"6006 BEECHCRAFT ST","New Orleans","LA","70126","30.014738112000487","-90.01976275999965",D,STRUCTURE,2027.36
ORL029617,"9126 PEACH ST","New Orleans","LA","70118","29.97451793200048","-90.11722900699965",A,STRUCTURE,2703.19
ORL029715,"4927 TULIP ST","New Orleans","LA","70126","30.020224297000482","-90.00252960099965",E,VACANT LOT,6322.41
ORL029782,"2510 ALABO ST","New Orleans","LA","70117","29.975090002000456","-90.00833083899965",E,VACANT LOT,4013.73
ORL029820,"2413 TRICOU ST","New Orleans","LA","70117","29.97231729900045","-90.00280319999968",E,VACANT LOT,4802.5
ORL029948,"5631 MARAIS ST","New Orleans","LA","70117","29.96190752400048","-90.01460465599968",E,VACANT LOT,6006.22
ORL030013,"4819 GAWAIN DR","New Orleans","LA","70127","30.022164360000488","-89.98685867799969",E,VACANT LOT,5914.47
ORL030074,"7150 VIRGILIAN ST","New Orleans","LA","70126","30.02588932800046","-90.01921911599965",D,VACANT LOT,7448.87
ORL030461,"2600 FORSTALL ST","New Orleans","LA","70117","29.97791008100046","-90.01619058099965",E,VACANT LOT,2664.08
ORL030478,"2536 - 2538 TRICOU ST","New Orleans","LA","70117","29.973604753000473","-90.00222757699964",E,VACANT LOT,3613.29
ORL030484,"1404 DELERY ST","New Orleans","LA","70117","29.96190278600045","-90.00678873799967",E,VACANT LOT,4818.36
ORL030754,"3608 VICTORIA ST","New Orleans","LA","70126","30.006877185000462","-90.01984211499968",E,VACANT LOT,6003.15
ORL030901,"2016 LAMANCHE ST","New Orleans","LA","70117","29.97057029500047","-90.01165073899966",E,VACANT LOT,3999.78
ORL030933,"2645 EGANIA ST","New Orleans","LA","70117","29.97833054600045","-90.01414155199967",E,VACANT LOT,3645.62
ORL031089,"2623 TUPELO ST","New Orleans","LA","70117","29.975017753000486","-90.00391299099965",E,VACANT LOT,3334.67
ORL031092,"4568 CAMELOT DR","New Orleans","LA","70127","30.01810775700045","-89.98208195399968",E,VACANT LOT,7500.86
ORL031135,"2541 FORSTALL ST","New Orleans","LA","70117","29.97768030600048","-90.01620124099969",E,VACANT LOT,
ORL031272,"5829 EADS ST","New Orleans","LA","70122","30.019172541000444","-90.05042949299968",D,VACANT LOT,3988.47
ORL031311,"4529 WILSON AVE 4531 WILSON AVE","New Orleans","LA","70126","30.016004246000477","-89.99902967099968",E,VACANT LOT,5006.31
ORL031650,"1722 -24 CLOUET ST","New Orleans","LA","70117","29.96990075500048","-90.03053993999964",C,STRUCTURE,3636.72
ORL031703,"2139 ANDRY ST","New Orleans","LA","70117","29.97287989400047","-90.01480126899969",E,VACANT LOT,3088.38
ORL031943,"4912 BURGUNDY ST","New Orleans","LA","70117","29.96075390800047","-90.02444709999969",E,VACANT LOT,5678.94
ORL031952,"2839 LOUISA ST","New Orleans","LA","70126","29.98659061900048","-90.03659085099969",E,VACANT LOT,4683.22
ORL031982,"2620 ANNETTE ST 2622 ANNETTE STREET","New Orleans","LA","70119","29.984027556000456","-90.06399216699964",D,VACANT LOT,7760.46
ORL032037,"5417 URQUHART ST","New Orleans","LA","70117","29.963627286000474","-90.01733472099966",E,VACANT LOT,4265.82
ORL032134,"2633 GORDON ST","New Orleans","LA","70117","29.975607589000447","-90.00482261799965",E,VACANT LOT,2870.02
ORL032165,"7101 READ BLVD","New Orleans","LA","70127","30.039828644000465","-89.97799574199968",E,VACANT LOT,8148.79
ORL032320,"7330 WEAVER AVE","New Orleans","LA","70127","30.04241421000046","-89.98347600399967",E,VACANT LOT,5123.78
ORL032322,"2541 ANDRY ST","New Orleans","LA","70117","29.977050200000463","-90.01339182199968",E,VACANT LOT,2851.07
ORL032367,"3714 METROPOLITAN ST","New Orleans","LA","70126","29.995967590000475","-90.03556159899966",E,VACANT LOT,3276.77
ORL032922,"5003 N TONTI ST","New Orleans","LA","70117","29.974847198000475","-90.01789494599967",E,VACANT LOT,4110.41
ORL033432,"4720 CHRYSLER ST","New Orleans","LA","70127","30.02386754100047","-89.96038238699964",E,VACANT LOT,6626.81
ORL033775,"1731 BENTON ST","New Orleans","LA","70117","29.96714735100045","-90.01013232599968",E,VACANT LOT,
ORL033883,"3121 NORTH DORGENOIS ST","New Orleans","LA","70117","29.98190746400047","-90.03924392799968",D,VACANT LOT,4967.95
ORL033957,"10101 CHEVY CHASE DR","New Orleans","LA","70127","30.041195453000455","-89.97777425699968",E,VACANT LOT,6687.41
ORL034161,"7434 ADVENTURE AVE","New Orleans","LA","70129","30.06080098400048","-89.92641352099969",E,VACANT LOT,6019.21
ORL034205,"2701 ANNETTE ST","New Orleans","LA","70119","29.984513165000465","-90.06396847799965",D,VACANT LOT,5075.33
ORL034268,"13731 PIERRE'S CT","New Orleans","LA","70129","30.060176151000462","-89.92886701899965",E,VACANT LOT,7921.57
ORL034644,"6018 BEECHCRAFT ST","New Orleans","LA","70126","30.014747587000443","-90.01963247499964",D,STRUCTURE,2110.47
ORL034728,"1323 REYNES ST","New Orleans","LA","70117","29.965159912000445","-90.0213913239997",E,VACANT LOT,6015.82
ORL034771,"5408 N GALVEZ ST","New Orleans","LA","70117","29.97186367100045","-90.01469704099969",E,VACANT LOT,4475.62
ORL034848,"6710 CURRAN RD","New Orleans","LA","70126","30.033224376000476","-90.01548230399965",D,VACANT LOT,7071.03
